system:index,TCB,blue,green,ndvi,nir,presence,red,swir1,swir2,.geo
210_0,0.34613513723909856,0.09685075,0.086032465,0.06603861,0.14996856,1.0,0.13138816,0.3540286,0.092496395,
215_0,0.34647266437485813,0.10142148,0.092496395,0.07185936,0.14180076,1.0,0.12278761,0.35405564,0.11919053,
213_0,0.291808770339936,0.10023147,0.0896025,0.057694867,0.10883202,1.0,0.096958935,0.28876725,0.12081327,
214_0,0.3876993396937848,0.102692634,0.09598529,0.08402906,0.16154414,1.0,0.13649979,0.41022962,0.13246998,
216_0,0.2535802782513201,0.08952136,0.0756469,-0.12478035,0.060609475,1.0,0.0778917,0.34613127,0.07764829,
212_0,0.31089124004840846,0.092144795,0.0797849,0.05294055,0.13582365,1.0,0.12216556,0.31478524,0.0655318,
211_0,0.2570558230787516,0.09330776,0.08075854,0.02870816,0.09885214,1.0,0.09333481,0.25631237,0.06961571,
262_0,0.0856695921421284,0.07908171,0.062475633,-0.23590338,0.026937542,0.0,0.043570668,0.010439646,0.0032184364,
263_0,0.08739176008263601,0.07986604,0.06296246,-0.23278446,0.027721869,0.0,0.044544313,0.011169882,0.0038404884,
219_0,0.30553561203926805,0.097689174,0.08762816,0.061472613,0.12749356,1.0,0.1127266,0.29176933,0.0978244,
241_0,0.2555892444744706,0.09790554,0.08532927,0.057340898,0.09076547,1.0,0.08092082,0.22664322,0.14109758,
245_0,0.19242050042524936,0.09057614,0.07680987,-0.010208377,0.06293541,1.0,0.0642336,0.17509405,0.06802001,
242_0,0.2842850406557322,0.10077239,0.0901975,0.062533416,0.10753382,1.0,0.094876416,0.2548519,0.14082712,
220_0,0.3255232577554882,0.10188126,0.09374049,0.07309785,0.13598593,1.0,0.1174596,0.29093093,0.13847414,
222_0,0.29343439641669394,0.10188126,0.090062276,0.009072864,0.09625575,1.0,0.09452482,0.30888927,0.13547206,
221_0,0.30561100542247294,0.10461288,0.094389595,0.062258817,0.11167181,1.0,0.09858168,0.2891459,0.15673,
217_0,0.294011775700748,0.100312606,0.09117115,0.08462359,0.109886795,1.0,0.092739806,0.29220206,0.13030632,
218_0,0.2638080533258617,0.102259904,0.091225244,0.04948705,0.09406505,1.0,0.085194044,0.23559535,0.13165861,
267_0,0.18146168818846345,0.0883043,0.07104913,-0.12433483,0.048952766,0.0,0.062854275,0.18418142,0.05868923,
266_0,0.2393817553818226,0.10382856,0.091035925,0.0035484156,0.084139265,0.0,0.083544254,0.16562805,0.14815651,
223_0,0.2877596145488322,0.10047489,0.090305686,-0.009965863,0.09806781,1.0,0.10004215,0.29853076,0.107939504,
6_0,0.2285383278232068,0.09198252,0.07635009,-0.10217759,0.05798604,1.0,0.07118436,0.28836158,0.066451356,
5_0,0.2350066275481135,0.08968364,0.07342915,-0.14395136,0.05138688,1.0,0.0686691,0.34542805,0.046924338,
9_0,0.2554457895673811,0.09022455,0.07653941,-0.078212254,0.07586327,1.0,0.08873703,0.317003,0.05898673,
10_0,0.3229539583586156,0.10309832,0.092198886,-0.003595294,0.10493743,1.0,0.10569471,0.34932265,0.1554318,
14_0,0.31286123083233836,0.10052898,0.08889931,0.051776167,0.12251715,1.0,0.11045476,0.31272978,0.11424116,
12_0,0.2989077590189874,0.10125921,0.09003523,0.053535856,0.11443048,1.0,0.10280082,0.29385185,0.115079574,
4_0,0.2644844946850092,0.08870999,0.074510984,-0.09405546,0.076458275,1.0,0.09233412,0.34548214,0.05449714,
11_0,0.2667412035979331,0.09874395,0.08697906,0.034991328,0.09679666,1.0,0.090251595,0.25239074,0.11345683,
13_0,0.29743260210305456,0.09979874,0.08911568,0.05711788,0.11437639,1.0,0.102016486,0.29385185,0.11364616,
17_0,0.23534292043969038,0.09046796,0.07589032,-0.10548688,0.06261086,1.0,0.077377826,0.2824656,0.0797849,
15_0,0.270507393861562,0.08998114,0.07575508,-0.053224817,0.08178628,1.0,0.09098183,0.34867355,0.06290837,
16_0,0.28528676881566645,0.09936601,0.0861136,-0.007995395,0.093956865,1.0,0.09547142,0.31116113,0.109832704,
20_0,0.24648458729572595,0.08916977,0.073591426,-0.14360088,0.053388268,1.0,0.07129254,0.36254802,0.06242154,
21_0,0.2557468240857125,0.09303731,0.079379216,-0.065268844,0.074754395,1.0,0.085194044,0.30834836,0.075673945,
22_0,0.27532960856929417,0.098230086,0.0861136,-0.0033483617,0.09257753,1.0,0.09319958,0.2912284,0.10353105,
27_0,0.2768239440716803,0.094876416,0.08175924,-0.09419153,0.07802693,1.0,0.09425437,0.34245303,0.08511291,
26_0,0.2511666262447834,0.08911568,0.073726654,-0.17751254,0.057769675,1.0,0.08270584,0.35521862,0.05419964,
25_0,0.26471903835684063,0.094146185,0.08151583,-0.055465475,0.07875716,1.0,0.0880068,0.3228449,0.07340211,
24_0,0.30673211585357785,0.104829244,0.09422732,0.03175416,0.108967245,1.0,0.102259904,0.31227,0.12825085,
23_0,0.23479082021564246,0.09198252,0.07672873,-0.08210278,0.063043594,1.0,0.074321665,0.2819247,0.08151583,
19_0,0.280225502281636,0.09552551,0.08324675,0.01744108,0.10334173,1.0,0.09979874,0.30023465,0.07748601,
18_0,0.2388010281905532,0.09092774,0.07672873,-0.11519382,0.06512611,1.0,0.082083784,0.29331094,0.060609475,
254_0,0.3186464121483267,0.116945736,0.10937293,0.08578061,0.12649287,0.0,0.10650608,0.20957737,0.22731936,
256_0,0.3215254396356642,0.11510662,0.10866974,0.095431015,0.13163157,0.0,0.10869679,0.21879995,0.2121467,
38_0,0.2865940627910197,0.10499152,0.095011644,0.032431707,0.10374742,1.0,0.0972294,0.27345937,0.11697278,
39_0,0.27274376386106014,0.10239513,0.09076547,0.010469715,0.0965803,1.0,0.094578914,0.26485884,0.102692634,
40_0,0.2944405884154141,0.10747973,0.09806781,0.04872689,0.10972452,1.0,0.09952828,0.26604885,0.1329568,
41_0,0.2935236222207547,0.09936601,0.09033273,-9.197173E-4,0.10282786,1.0,0.10301718,0.3122159,0.09633689,
32_0,0.2866058899365366,0.106479034,0.09606643,0.043348715,0.104153104,1.0,0.095498465,0.26039627,0.13466069,
34_0,0.29530982256010174,0.10931884,0.09936601,0.053296465,0.108237006,1.0,0.09728349,0.26420975,0.14434306,
42_0,0.2935127885617316,0.10674949,0.096715525,0.02502634,0.10523493,1.0,0.10009624,0.27816534,0.12541105,
35_0,0.28145345193222165,0.10501856,0.095065735,0.045755144,0.10477515,1.0,0.095606655,0.25209326,0.12484308,
33_0,0.2841180249325931,0.10461288,0.0949846,0.044332277,0.10353105,1.0,0.09474119,0.26331723,0.12687151,
36_0,0.2671205540902913,0.09663439,0.08400403,-0.011001728,0.09238821,1.0,0.09444369,0.28070763,0.0848695,
37_0,0.21828089703843,0.09517392,0.08175924,-0.048454836,0.06745204,1.0,0.074321665,0.21869177,0.07269892,
31_0,0.3012167206585407,0.106343806,0.09736463,0.049057573,0.109886795,1.0,0.09960942,0.28895658,0.13298385,
30_0,0.2732582657195628,0.1016108,0.09065729,0.028763881,0.099149644,1.0,0.093605265,0.26145107,0.10637085,
29_0,0.26028141377717257,0.09444369,0.08013649,-0.081909485,0.070481166,1.0,0.08305743,0.3208435,0.09157684,
43_0,0.27926447483599187,0.105126746,0.09509278,0.04243593,0.102313995,1.0,0.09398391,0.25322917,0.12368012,
28_0,0.24796464112475514,0.09241526,0.07735078,-0.088679895,0.07337506,1.0,0.08765521,0.29190457,0.06593748,
44_0,0.27421542154178025,0.10564062,0.09447073,0.03357788,0.09906851,1.0,0.09263162,0.24519658,0.124653764,
45_0,0.2979716046042741,0.102259904,0.093172535,0.032676563,0.11410593,1.0,0.10688472,0.28392607,0.1089402,
46_0,0.2600276730760932,0.09612052,0.084139265,-0.030112348,0.08754703,1.0,0.092983216,0.26764455,0.08757407,
47_0,0.27671501104161145,0.09868986,0.0845179,0.014806918,0.0899,1.0,0.08727656,0.2931216,0.13033336,
49_0,0.283828974083811,0.10209762,0.092442304,0.0277436,0.10169194,1.0,0.09620166,0.27475756,0.118000515,
48_0,0.2547458006218076,0.098960325,0.08587019,0.057916272,0.0909007,1.0,0.08094787,0.23483807,0.12400467,
50_0,0.25656016289517286,0.09682371,0.08113719,-0.06831869,0.07321279,1.0,0.08394994,0.28046423,0.117324375,
261_0,0.3397607120782137,0.12668219,0.1181087,0.060951572,0.13087429,0.0,0.11583686,0.21579787,0.25285053,
51_0,0.2884491369225085,0.09655325,0.08259766,-0.02974627,0.08998114,1.0,0.095498465,0.33109382,0.1152148,
52_0,0.2593778449252248,0.09674257,0.082327195,0.010396404,0.08411222,1.0,0.082381286,0.27318892,0.11394366,
61_0,0.2586983755737543,0.10077239,0.085437454,0.041964587,0.09065729,1.0,0.083354935,0.24105859,0.12673628,
53_0,0.2714752341017127,0.10052898,0.08703315,0.04891223,0.097148255,1.0,0.08808794,0.2609913,0.12497831,
56_0,0.2726479520022869,0.1007183,0.08681679,0.064478,0.09733758,1.0,0.08554564,0.25966606,0.13771686,
54_0,0.2819130887180567,0.103774466,0.09130638,0.078918,0.104639925,1.0,0.089332044,0.26085606,0.13823073,
58_0,0.262720540317148,0.098906234,0.08254357,0.05441544,0.091712065,1.0,0.08224606,0.26239768,0.12216556,
419_0,0.3104212748274207,0.11516071,0.10683063,0.0858359,0.12419399,0.0,0.10455879,0.20527709,0.21401286,
255_0,0.3211885985545814,0.11405184,0.105072655,0.10350371,0.12990063,0.0,0.10553244,0.22015224,0.22818482,
257_0,0.3140267129935324,0.11253728,0.10499152,0.09610575,0.124464445,0.0,0.10263854,0.22128816,0.2175288,
129_0,0.20590020922310653,0.08746589,0.071563,-0.15603346,0.047762755,1.0,0.065423615,0.2693484,0.045896597,
123_0,0.22391694090068343,0.08825021,0.07369961,-0.14010875,0.055606015,1.0,0.073726654,0.29377073,0.04697843,
130_0,0.2042664594486356,0.08849362,0.07153595,-0.15328467,0.047059566,1.0,0.06409837,0.2722423,0.038945846,
122_0,0.21325523961633444,0.088358395,0.073591426,-0.1277403,0.05595761,1.0,0.07234732,0.2605315,0.048303667,
121_0,0.2230675270818174,0.093956865,0.08002831,-0.059174903,0.06815524,1.0,0.07672873,0.22063906,0.08751998,
120_0,0.21840988891385496,0.089629546,0.07407825,-0.12532575,0.04992641,1.0,0.0642336,0.30164102,0.04741116,
119_0,0.2116743436884135,0.08903454,0.07383484,-0.12808348,0.049710046,1.0,0.06431474,0.28154606,0.04673502,
118_0,0.21248381916284562,0.08873703,0.074321665,-0.08054854,0.06436884,1.0,0.0756469,0.23648787,0.04703252,
117_0,0.22156144947595893,0.08825021,0.07399711,-0.10460251,0.060771752,1.0,0.07497076,0.2729455,0.048601173,
116_0,0.18174818233773113,0.08608656,0.0702648,-0.10168721,0.05328008,1.0,0.06534248,0.19302537,0.03456444,
110_0,0.21303056795485315,0.09173911,0.077323735,-0.1151316,0.058202405,1.0,0.073348016,0.2390031,0.05879741,
111_0,0.1995129799947143,0.09092774,0.07510599,-0.098896235,0.05520033,1.0,0.067316815,0.21138942,0.0642336,
107_0,0.21386254195310175,0.090305686,0.072915286,-0.14033836,0.048790492,1.0,0.06472043,0.28168127,0.057904903,
106_0,0.21500335065834222,0.08873703,0.071833454,-0.15322386,0.04670797,1.0,0.06361155,0.3005051,0.048520036,
104_0,0.21195482296645643,0.09133343,0.07551167,-0.1108302,0.057066485,1.0,0.07129254,0.23965222,0.06463929,
105_0,0.22923804186508062,0.09352413,0.078838296,-0.08974361,0.06528839,1.0,0.078162156,0.2507139,0.079757854,
97_0,0.22705386851318182,0.09035978,0.07526826,-0.13622947,0.05538965,1.0,0.072861195,0.29425755,0.05785081,
86_0,0.20765095344409348,0.090846606,0.074754395,-0.10624316,0.055173285,1.0,0.068290465,0.24270838,0.05552488,
103_0,0.20199683790244163,0.08868294,0.07313165,-0.13803376,0.046951383,1.0,0.06198881,0.25972015,0.04835776,
92_0,0.2023563462562859,0.089332044,0.072861195,-0.1486184,0.046248194,1.0,0.062394496,0.26437202,0.044300903,
102_0,0.22113775447309017,0.091035925,0.07559281,-0.12909614,0.05355054,1.0,0.06942639,0.28078878,0.062069945,
100_0,0.2261317104827613,0.0905491,0.074943714,-0.123534694,0.052576896,1.0,0.06739795,0.304589,0.060366064,
101_0,0.21076821247413757,0.099203736,0.08554564,-0.034743205,0.06912888,1.0,0.07410529,0.16676396,0.09644507,
91_0,0.1883522597912699,0.08825021,0.07148186,-0.14693578,0.046870247,1.0,0.06301655,0.21966542,0.044544313,
99_0,0.20901053470633923,0.09008932,0.07342915,-0.14671084,0.048763447,1.0,0.0655318,0.2704032,0.049520727,
95_0,0.19230727136284112,0.088547714,0.070967995,-0.15061343,0.044003397,1.0,0.059608784,0.24105859,0.04868231,
98_0,0.21480159018412234,0.090251595,0.07529531,-0.13021667,0.0515762,1.0,0.06701931,0.27819237,0.05000755,
93_0,0.21644934716708958,0.09130638,0.074997805,-0.1271478,0.05152211,1.0,0.06653249,0.28243855,0.052306436,
88_0,0.21021506985127925,0.089332044,0.071887545,-0.1610232,0.04657274,1.0,0.06444997,0.28519723,0.046194103,
87_0,0.19785643442980944,0.08984591,0.07248255,-0.14149824,0.048817538,1.0,0.06490975,0.23448648,0.053090762,
89_0,0.21121174673363566,0.08927795,0.07421348,-0.1413736,0.04919618,1.0,0.06539657,0.28024787,0.044273857,
112_0,0.2353208417773247,0.09644507,0.08446381,-0.0322801,0.07662055,1.0,0.08173219,0.23061894,0.0838688,
114_0,0.2527216881491244,0.09820304,0.08589724,-0.0466054,0.07994717,1.0,0.08776339,0.26155925,0.0905491,
113_0,0.2409223154887557,0.096715525,0.08294925,-0.055935863,0.076458275,1.0,0.08551859,0.2520662,0.072915286,
96_0,0.21163908707275986,0.09052205,0.0744028,-0.1261409,0.050494373,1.0,0.06507202,0.26813138,0.058662184,
90_0,0.2026077487461269,0.089629546,0.073293924,-0.13170499,0.049033903,1.0,0.063909054,0.24992959,0.053361222,
94_0,0.2173225203558803,0.090062276,0.07361847,-0.1368567,0.05057551,1.0,0.06661363,0.28608972,0.05690421,
85_0,0.24746274060755968,0.11972082,0.0994517,-0.09599335,0.0732529,1.0,0.08880985,0.24151589,0.06551953,
84_0,0.22143824396282435,0.110296465,0.09316128,-0.13566484,0.057673413,1.0,0.07577809,0.23806632,0.047009017,
78_0,0.2348396273147315,0.112257995,0.09473952,-0.11664528,0.061979756,1.0,0.07834837,0.2615821,0.05181138,
79_0,0.23318747693113986,0.10781637,0.090591006,-0.124124154,0.059184015,1.0,0.07595846,0.27632737,0.04876763,
80_0,0.2423288251295686,0.10966517,0.09280054,-0.11922812,0.057628322,1.0,0.073230356,0.30820784,0.050007675,
76_0,0.21150049814470112,0.098437116,0.08200087,-0.14302482,0.04937638,1.0,0.065857716,0.26647463,0.040470593,
77_0,0.20833239250592886,0.09796364,0.081031375,-0.15048839,0.048046146,1.0,0.0650686,0.26370144,0.037855223,
75_0,0.21840025223419074,0.0969716,0.08040008,-0.15247604,0.04881272,1.0,0.066376284,0.29258326,0.039365824,
421_0,0.28006724466979505,0.109697476,0.10009624,0.061801516,0.10664131,0.0,0.09422732,0.19348516,0.18374869,
420_0,0.2880501880168915,0.11164477,0.10236809,0.065554574,0.11056294,0.0,0.096958935,0.20057113,0.18664259,
73_0,0.2547993658386171,0.102990136,0.09225298,0.0013886683,0.08776339,1.0,0.08751998,0.2172854,0.12500536,
72_0,0.21452297382876281,0.09282094,0.077675335,-0.06157884,0.062854275,1.0,0.07110322,0.21677153,0.08762816,
74_0,0.2420521455511451,0.09406505,0.079325125,-0.09685717,0.066451356,1.0,0.08070445,0.28503495,0.0784867,
71_0,0.23944544861391187,0.09985283,0.08735771,-0.019534301,0.08484245,1.0,0.08822317,0.2112542,0.08373357,
63_0,0.2658142642252147,0.11390387,0.0969716,-0.07574915,0.0751017,1.0,0.08741198,0.278582,0.10330711,
62_0,0.2621678860768676,0.109642625,0.09262017,-0.11844036,0.0677967,1.0,0.08601411,0.2992795,0.092597626,
70_0,0.2013410337537527,0.08906159,0.0724555,-0.14200002,0.046410467,1.0,0.061772443,0.26377702,0.042759296,
67_0,0.2600318012267351,0.1049079,0.08745707,-0.12122649,0.062678695,1.0,0.0799717,0.33179125,0.07999425,
66_0,0.2435679407287389,0.1040286,0.08585628,-0.13851412,0.056861747,1.0,0.075146794,0.31246907,0.064459845,
68_0,0.25884189471416175,0.102450356,0.0851348,-0.15953836,0.05582462,1.0,0.077018134,0.36022213,0.06680466,
69_0,0.255353367620334,0.10795165,0.09020772,-0.13961194,0.061483737,1.0,0.08143721,0.30859113,0.08294781,
82_0,0.2263310919865966,0.098301835,0.08069318,-0.15304384,0.050345868,1.0,0.06854073,0.2920647,0.06378346,
81_0,0.23992785194553437,0.104186416,0.08763744,-0.13868874,0.053908184,1.0,0.07126883,0.32146505,0.049759667,
83_0,0.24299172060489654,0.107681096,0.09189869,-0.07001636,0.070524804,1.0,0.08114411,0.23921618,0.098730214,
65_0,0.26716204516440634,0.112596184,0.0945366,-0.09246248,0.07424494,1.0,0.08937351,0.28642812,0.10150341,
64_0,0.229787148616463,0.10779382,0.090275355,-0.10972886,0.0629267,1.0,0.07843855,0.23930636,0.06953277,
60_0,0.2533451501451433,0.0968778,0.083544254,0.045110427,0.0896025,1.0,0.08186742,0.24278952,0.114214115,
55_0,0.244722677398473,0.096228704,0.08029877,0.017709577,0.08159696,1.0,0.07875716,0.24357384,0.10956225,
57_0,0.23928073407039047,0.095850065,0.08027172,0.03524232,0.0826247,1.0,0.07699919,0.23194417,0.10374742,
59_0,0.28304384901523594,0.10263854,0.09041387,0.10686503,0.10967043,1.0,0.08849362,0.25198507,0.147264,
258_0,0.456809775711596,0.15301682,0.15444443,0.06539325,0.20825398,0.0,0.18268895,0.25920835,0.259999,
260_0,0.5499132375150919,0.18851478,0.1950644,0.0676125,0.24935107,0.0,0.21776798,0.30128196,0.3157791,
259_0,0.52388362210989,0.17339633,0.17885865,0.07774276,0.24350043,0.0,0.20837072,0.29317906,0.2935415,
426_0,0.4789864184543491,0.16791028,0.16594248,0.10924134,0.22236235,0.0,0.17856456,0.285023,0.26202774,
425_0,0.357771643614769,0.13212427,0.123044245,0.098721944,0.15346095,0.0,0.12588352,0.22551085,0.22373982,
424_0,0.3785329082116485,0.13830882,0.1312247,0.10057632,0.16642037,0.0,0.13600367,0.23470332,0.22458316,
422_0,0.4113443624317647,0.14601138,0.14033285,0.106720045,0.18657635,0.0,0.15059356,0.24785952,0.24069108,
423_0,0.40521683909744033,0.14381868,0.1382807,0.10898529,0.18250017,0.0,0.14662984,0.24889965,0.23799238,
415_0,0.42322759003043176,0.14528048,0.1401923,0.11941881,0.19276088,0.0,0.1516337,0.2572769,0.26250565,
406_0,0.4213742305919528,0.15466975,0.15228026,0.068755984,0.1878976,0.0,0.16372167,0.24142198,0.22894046,
405_0,0.4796919288352133,0.1730547,0.17235191,0.07041282,0.21794884,0.0,0.18927506,0.26377067,0.26309597,
409_0,0.4937550008639694,0.17687787,0.18008257,0.07108565,0.22576386,0.0,0.19579694,0.26689106,0.26745328,
408_0,0.3791450585961342,0.14241311,0.13673458,0.08042319,0.16220364,0.0,0.13805582,0.21971987,0.23956662,
407_0,0.38567260846048596,0.15211159,0.14713584,0.046182387,0.17448838,0.0,0.15908325,0.20068835,0.18528321,
416_0,0.39155838233679535,0.13749358,0.1302127,0.11705383,0.17437594,0.0,0.13783093,0.24111275,0.25078312,
403_0,0.11790260390210897,0.10058312,0.08436275,-0.30686337,0.034352306,0.0,0.06476901,0.016838813,0.006578097,
402_0,0.12087057443601078,0.10212925,0.087089576,-0.34091526,0.03421175,0.0,0.06960419,0.014111992,0.0056223045,
401_0,0.12125470285797492,0.10215737,0.085684,-0.29304135,0.03584222,0.0,0.06555613,0.018806621,0.009080025,
411_0,0.4438715989008546,0.14758563,0.14275044,0.12709053,0.20555164,0.0,0.1591957,0.27613974,0.26987088,
410_0,0.4635928911745548,0.16594248,0.16448067,0.0808755,0.21170807,0.0,0.18002635,0.2801597,0.22922157,
418_0,0.5998465221762657,0.1728298,0.179183,0.10827886,0.2835612,0.0,0.22815333,0.36061496,0.38450977,
417_0,0.28085767176672816,0.1180685,0.10502475,0.03818876,0.10699255,0.0,0.09912132,0.18834738,0.16521157,
404_0,0.36122100102007393,0.14350946,0.13465431,0.036466327,0.14182276,0.0,0.13184316,0.28586635,0.14050151,
414_0,0.4579986207485199,0.15000322,0.1460395,0.12829393,0.21063983,0.0,0.16273776,0.2799348,0.29680175,
413_0,0.30790146332383156,0.11312087,0.09768763,-0.07046243,0.08306962,0.0,0.0956636,0.3599403,0.13544144,
412_0,0.39842102415412667,0.13614424,0.13074681,0.11373844,0.17080577,0.0,0.13591933,0.2908702,0.22680397,
